0,1,2,3,4,5,6,7,8,9
9,1244146,KARATINA UNIVERSITY,BACHELOR OF ECONOMICS,18.831,19.914,MAT A(121):C+,"ENG(101)/KIS(10
2):C",,
10,1249146,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,BACHELOR OF ECONOMICS,27.073,22.977,MAT A(121):C+,"ENG(101)/KIS(10
2):C",,
11,1263146,UNIVERSITY OF NAIROBI,BACHELOR OF ECONOMICS,26.096,30.453,MAT A(121):C+,"ENG(101)/KIS(10
2):C",,
12,1279146,MOUNT KENYA UNIVERSITY,BACHELOR OF ECONOMICS,18.831,19.914,MAT A(121):C+,"ENG(101)/KIS(10
2):C",,
13,1080146,CO-OPERATIVE UNIVERSITY OF KENYA,BACHELOR OF SCIENCE IN ECONOMICS,18.831,19.914,MAT A(121):C+,"ENG(101)/KIS(10
2):C",,
14,1164146,MULTIMEDIA UNIVERSITY OF KENYA,BACHELOR OF SCIENCE IN ECONOMICS,18.831,19.914,MAT A(121):C+,"ENG(101)/KIS(10
2):C",,
15,1165146,MAASAI MARA UNIVERSITY,BACHELOR OF SCIENCE IN ECONOMICS,18.831,19.914,MAT A(121):C+,"ENG(101)/KIS(10
2):C",,
16,1240146,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,BACHELOR OF SCIENCE IN ECONOMICS,18.831,19.914,MAT A(121):C+,"ENG(101)/KIS(10
2):C",,
17,1470146,KAIMOSI FRIENDS UNIVERSITY,BACHELOR OF SCIENCE IN ECONOMICS,18.831,19.914,MAT A(121):C+,"ENG(101)/KIS(10
2):C",,
18,1570146,TURKANA UNIVERSITY COLLEGE,BACHELOR OF SCIENCE IN ECONOMICS,18.831,19.914,MAT A(121):C+,"ENG(101)/KIS(10
2):C",,
1,1087151,KISII UNIVERSITY,BACHELOR OF BUSINESS AND MANAGEMENT,21.375,21.444,"MAT
A(121)/MAT
B(122):C",,,
2,1073151,RONGO UNIVERSITY,BACHELOR OF BUSINESS MANAGEMENT,21.375,21.444,"MAT
A(121)/MAT
B(122):C",,,
3,1079151,KIRINYAGA UNIVERSITY,BACHELOR OF BUSINESS MANAGEMENT,21.375,21.444,"MAT
A(121)/MAT
B(122):C",,,
4,1080151,CO-OPERATIVE UNIVERSITY OF KENYA,BACHELOR OF BUSINESS MANAGEMENT,21.375,21.444,"MAT
A(121)/MAT
B(122):C",,,
5,1096151,GARISSA UNIVERSITY,BACHELOR OF BUSINESS MANAGEMENT,21.375,21.444,"MAT
A(121)/MAT
B(122):C",,,
6,1108151,KIBABII UNIVERSITY,BACHELOR OF BUSINESS MANAGEMENT,21.375,21.444,"MAT
A(121)/MAT
B(122):C",,,
7,1114151,UNIVERSITY OF ELDORET,BACHELOR OF BUSINESS MANAGEMENT,21.375,21.444,"MAT
A(121)/MAT
B(122):C",,,
8,1169151,KENYA HIGHLANDS EVANGELICAL UNIVERSITY,BACHELOR OF BUSINESS MANAGEMENT,21.375,21.444,"MAT
A(121)/MAT
B(122):C",,,
9,1244151,KARATINA UNIVERSITY,BACHELOR OF BUSINESS MANAGEMENT,21.375,21.444,"MAT
A(121)/MAT
B(122):C",,,
10,1253151,MOI UNIVERSITY,BACHELOR OF BUSINESS MANAGEMENT,21.375,21.444,"MAT
A(121)/MAT
B(122):C",,,
11,1279151,MOUNT KENYA UNIVERSITY,BACHELOR OF BUSINESS MANAGEMENT,21.375,21.444,"MAT
A(121)/MAT
B(122):C",,,
12,1530151,MARIST INTERNATIONAL UNIVERSITY COLLEGE,BACHELOR OF BUSINESS MANAGEMENT,21.375,21.444,"MAT
A(121)/MAT
B(122):C",,,
13,1570151,TURKANA UNIVERSITY COLLEGE,BACHELOR OF BUSINESS MANAGEMENT,21.375,21.444,"MAT
A(121)/MAT
B(122):C",,,
14,1600151,ALUPE UNIVERSITY,BACHELOR OF BUSINESS MANAGEMENT,21.375,21.444,"MAT
A(121)/MAT
B(122):C",,,
15,1700151,BOMET UNIVERSITY COLLEGE,BACHELOR OF BUSINESS MANAGEMENT,21.375,21.444,"MAT
A(121)/MAT
B(122):C",,,
16,3895151,ISLAMIC UNIVERSITY OF KENYA,BACHELOR OF BUSINESS MANAGEMENT,21.375,21.444,"MAT
A(121)/MAT
B(122):C",,,
17,1515151,TOM MBOYA UNIVERSITY,"BACHELOR OF SCIENCE IN MARKETING, WITH IT",-,-,"MAT
A(121)/MAT
B(122):C",,,
18,1181151,"UNIVERSITY OF EASTERN AFRICA, BARATON",BACHELOR OF BUSINESS ADMINISTRATION IN MANAGEMENT,21.375,21.444,"MAT
A(121)/MAT
B(122):C",,,
19,1500151,THE EAST AFRICAN UNIVERSITY,BACHELOR OF BUSINESS ADMINISTRATION,21.375,21.444,"MAT
A(121)/MAT
B(122):C",,,
20,1229151,MASENO UNIVERSITY,"BACHELOR OF SCIENCE IN MARKETING MANAGEMENT, WITH IT",21.375,21.444,"MAT
A(121)/MAT
B(122):C",,,
1,1053155,JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLO,"BGAYCHELOR OF EDUCATION (SPECIAL NEEDS EDUCATION, WITH IT)",26.909,28.514,"BIO(231)/GSC(23
7):C+","MAT
A(121)/MAT
B(122)/PHY(232)
/CHE(233)/GEO(
312):C+",,
2,1229155,MASENO UNIVERSITY,"BACHELOR OF EDUCATION (SPECIAL NEEDS EDUCATION, WITH IT)",32.47,34.202,"BIO(231)/GSC(23
7):C+","MAT
A(121)/MAT
B(122)/PHY(232)
/CHE(233)/GEO(
312):C+",,
3,1515155,TOM MBOYA UNIVERSITY,"BACHELOR OF EDUCATION (SPECIAL NEEDS EDUCATION, WITH IT)",24.218,22.358,"BIO(231)/GSC(23
7):C+","MAT
A(121)/MAT
B(122)/PHY(232)
/CHE(233)/GEO(
312):C+",,
4,1077155,KENYA METHODIST UNIVERSITY,BACHELOR OF EDUCATION (SPECIAL NEEDS EDUCATION),-,22.358,"BIO(231)/GSC(23
7):C+","MAT
A(121)/MAT
B(122)/PHY(232)
/CHE(233)/GEO(
312):C+",,
5,1087155,KISII UNIVERSITY,BACHELOR OF EDUCATION (SPECIAL NEEDS EDUCATION),23.659,22.358,"BIO(231)/GSC(23
7):C+","MAT
A(121)/MAT
B(122)/PHY(232)
/CHE(233)/GEO(
312):C+",,
6,1111155,KENYATTA UNIVERSITY,BACHELOR OF EDUCATION (SPECIAL NEEDS EDUCATION),34.963,37.278,"BIO(231)/GSC(23
7):C+","MAT
A(121)/MAT
B(122)/PHY(232)
/CHE(233)/GEO(
312):C+",,
7,1114155,UNIVERSITY OF ELDORET,BACHELOR OF EDUCATION (SPECIAL NEEDS EDUCATION),27.999,31.266,"BIO(231)/GSC(23
7):C+","MAT
A(121)/MAT
B(122)/PHY(232)
/CHE(233)/GEO(
312):C+",,
8,1117155,PWANI UNIVERSITY,BACHELOR OF EDUCATION (SPECIAL NEEDS EDUCATION),25.847,30.257,"BIO(231)/GSC(23
7):C+","MAT
A(121)/MAT
B(122)/PHY(232)
/CHE(233)/GEO(
312):C+",,
9,1700155,BOMET UNIVERSITY COLLEGE,BACHELOR OF EDUCATION (SPECIAL NEEDS EDUCATION),22.616,22.358,"BIO(231)/GSC(23
7):C+","MAT
A(121)/MAT
B(122)/PHY(232)
/CHE(233)/GEO(
312):C+",,
10,1073155,RONGO UNIVERSITY,BACHELOR OF EDUCATION IN SPECIAL EDUCATION,24.65,25.498,"BIO(231)/GSC(23
7):C+","MAT
A(121)/MAT
B(122)/PHY(232)
/CHE(233)/GEO(
312):C+",,
11,1170155,MACHAKOS UNIVERSITY,BACHELOR OF EDUCATION IN SPECIAL EDUCATION,24.064,25.732,"BIO(231)/GSC(23
7):C+","MAT
A(121)/MAT
B(122)/PHY(232)
/CHE(233)/GEO(
312):C+",,
12,1107155,ST PAULS UNIVERSITY,BACHELOR OF EDUCATION IN SPECIAL NEEDS EDUCATION,21.858,22.358,"BIO(231)/GSC(23
7):C+","MAT
A(121)/MAT
B(122)/PHY(232)
/CHE(233)/GEO(
312):C+",,
1,1057163,EGERTON UNIVERSITY,BACHELOR OF SCIENCE (STATISTICS),26.311,19.914,MAT A(121):C+,,,
2,1079163,KIRINYAGA UNIVERSITY,BACHELOR OF SCIENCE (STATISTICS),18.831,19.914,MAT A(121):C+,,,
3,1091163,TAITA TAVETA UNIVERSITY,BACHELOR OF SCIENCE (STATISTICS),18.831,19.914,MAT A(121):C+,,,
4,1093163,UNIVERSITY OF EMBU,BACHELOR OF SCIENCE (STATISTICS),18.831,19.914,MAT A(121):C+,,,
5,1166163,SOUTH EASTERN KENYA UNIVERSITY,BACHELOR OF SCIENCE (STATISTICS),18.831,19.914,MAT A(121):C+,,,
6,1176163,LAIKIPIA UNIVERSITY,BACHELOR OF SCIENCE (STATISTICS),18.831,19.914,MAT A(121):C+,,,
7,1263163,UNIVERSITY OF NAIROBI,BACHELOR OF SCIENCE (STATISTICS),35.192,33.673,MAT A(121):C+,,,
8,1249163,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,BACHELOR OF SCIENCE IN STATISTICS,30.147,27.899,MAT A(121):C+,,,
9,1279163,MOUNT KENYA UNIVERSITY,BACHELOR OF SCIENCE IN STATISTICS,18.831,19.914,MAT A(121):C+,,,
10,1240163,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,BACHELOR OF SCIENCE STATISTICS,18.831,19.914,MAT A(121):C+,,,
1,1078171,AFRICA NAZARENE UNIVERSITY,BACHELOR OF ARTS (COMMUNITY DEVELOPMENT),22.449,22.916,,,,
2,1087171,KISII UNIVERSITY,BACHELOR OF ARTS (COMMUNITY DEVELOPMENT),22.449,22.916,,,,
3,1165171,MAASAI MARA UNIVERSITY,BACHELOR OF ARTS (COMMUNITY DEVELOPMENT),22.449,22.916,,,,
4,1253171,MOI UNIVERSITY,BACHELOR OF ARTS (COMMUNITY DEVELOPMENT),22.449,25.226,,,,
5,1600171,ALUPE UNIVERSITY,BACHELOR OF ARTS (COMMUNITY DEVELOPMENT),22.449,22.916,,,,
6,1096171,GARISSA UNIVERSITY,BACHELOR OF ARTS COMMUNITY DEVELOPMENT,22.449,22.916,,,,
7,1068171,PAN AFRICA CHRISTIAN UNIVERSITY,BACHELOR OF ARTS IN COMMUNITY DEVELOPMENT,22.449,22.916,,,,
8,1088171,GRETSA UNIVERSITY,BACHELOR OF ARTS IN COMMUNITY DEVELOPMENT,22.449,22.916,,,,
9,1090171,SCOTT CHRISTIAN UNIVERSITY,BACHELOR OF ARTS IN COMMUNITY DEVELOPMENT,22.449,22.916,,,,
10,1107171,ST PAULS UNIVERSITY,BACHELOR OF ARTS IN COMMUNITY DEVELOPMENT,22.449,22.916,,,,
11,1162171,DAYSTAR UNIVERSITY,BACHELOR OF ARTS IN COMMUNITY DEVELOPMENT,22.449,22.916,,,,
12,1244171,KARATINA UNIVERSITY,BACHELOR OF ARTS IN COMMUNITY DEVELOPMENT,22.449,22.916,,,,
13,1279171,MOUNT KENYA UNIVERSITY,BACHELOR OF ARTS IN COMMUNITY DEVELOPMENT,22.449,22.916,,,,
14,1495171,LUKENYA UNIVERSITY,BACHELOR OF ARTS IN COMMUNITY DEVELOPMENT,22.449,22.916,,,,
15,1555171,KENYA ASSEMBLIES OF GOD EAST UNIVERSITY,BACHELOR OF ARTS IN COMMUNITY DEVELOPMENT,22.449,22.916,,,,
#,PROG CODE,INSTITUTION NAME,PROGRAMME NAME,CUTOFF - 2024,CUTOFF - 2023,SUBJECT 1,SUBJECT 2,SUBJECT 3,SUBJECT 4
3,1176180,LAIKIPIA UNIVERSITY,BACHELOR OF EDUCATION (EARLY CHILDHOOD DEVELOPMENT),21.858,22.358,"HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+","HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+",,
4,1229180,MASENO UNIVERSITY,"BACHELOR OF EDUCATION (EARLY CHILDHOOD EDUCATION, WITH IT)",23.303,22.358,"HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+","HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+",,
5,1515180,TOM MBOYA UNIVERSITY,"BACHELOR OF EDUCATION (EARLY CHILDHOOD EDUCATION, WITH IT)",21.858,22.358,"HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+","HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+",,
6,1082180,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,BACHELOR OF EDUCATION (EARLY CHILDHOOD EDUCATION),21.858,22.358,"HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+","HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+",,
7,1103180,KCA UNIVERSITY,BACHELOR OF EDUCATION (EARLY CHILDHOOD EDUCATION),21.858,22.358,"HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+","HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+",,
8,1108880,KIBABII UNIVERSITY,BACHELOR OF EDUCATION (EARLY CHILDHOOD EDUCATION),22.789,22.358,"HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+","HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+",,
9,1111180,KENYATTA UNIVERSITY,BACHELOR OF EDUCATION (EARLY CHILDHOOD EDUCATION),27.337,24.922,"HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+","HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+",,
#,PROG CODE,INSTITUTION NAME,PROGRAMME NAME,CUTOFF - 2024,CUTOFF - 2023,SUBJECT 1,SUBJECT 2,SUBJECT 3,SUBJECT 4
10,1117180,PWANI UNIVERSITY,BACHELOR OF EDUCATION (EARLY CHILDHOOD EDUCATION),23.231,22.358,"HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+","HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+",,
11,1196180,PRESBYTERIAN UNIVERSITY OF EAST AFRICA,BACHELOR OF EDUCATION (EARLY CHILDHOOD EDUCATION),21.858,22.358,"HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+","HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+",,
12,1263180,UNIVERSITY OF NAIROBI,BACHELOR OF EDUCATION (EARLY CHILDHOOD EDUCATION),23.552,22.358,"HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+","HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+",,
13,1495180,LUKENYA UNIVERSITY,BACHELOR OF EDUCATION (EARLY CHILDHOOD EDUCATION),21.858,22.358,"HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+","HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+",,
14,3890180,KOITALEEL SAMOEI UNIVERSITY COLLEGE,BACHELOR OF EDUCATION (EARLY CHILDHOOD EDUCATION),21.858,22.358,"HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+","HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+",,
15,1170180,MACHAKOS UNIVERSITY,BACHELOR OF EDUCATION IN EARLY CHILDHOOD EDUCATION,21.858,22.358,"HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+","HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+",,
16,1470180,KAIMOSI FRIENDS UNIVERSITY,BACHELOR OF EDUCATION IN EARLY CHILDHOOD EDUCATION,24.469,22.358,"HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+","HAG(311)/GEO(
312)/CRE(313)/I
RE(314)/HRE(31
5)/SEE(316)/EN
G(101)/KIS(102)/
MAT
A(121)/MAT
B(122)/HSC(441)
/ARD(442)/CMP(
451)/FRE(501)/G
ER(502)/ARB(50
3)/KSL(504)/MU
C(511)/ACC(561)
/COM(562)/BST(
565):C+",,
1,1063181,TECHNICAL UNIVERSITY OF MOMBASA,BACHELOR OF JOURNALISM & MASS COMMUNICATION,29.885,32.201,"ENG(101)/KIS(10
2):C+",,,
2,1082181,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,BACHELOR OF JOURNALISM & MASS COMMUNICATION,28.014,30.615,"ENG(101)/KIS(10
2):C+",,,
3,1108181,KIBABII UNIVERSITY,BACHELOR OF JOURNALISM AND MASS COMMUNICATION,23.688,29.587,"ENG(101)/KIS(10
2):C+",,,
4,1263181,UNIVERSITY OF NAIROBI,BACHELOR OF JOURNALISM AND MASS COMMUNICATION,29.254,34.056,"ENG(101)/KIS(10
2):C+",,,
5,1105385,CHUKA UNIVERSITY,BACHELOR OF ARTS IN JOURNALISM AND MASS COMMUNICATION,29.127,32.408,"ENG(101)/KIS(10
2):C+",,,
6,1685181,THARAKA UNIVERSITY,BACHELOR OF ARTS IN JOURNALISM AND MASS COMMUNICATION,23.425,27.648,"ENG(101)/KIS(10
2):C+",,,
7,1279181,MOUNT KENYA UNIVERSITY,BACHELOR OF ARTS IN DIGITAL JOURNALISM AND MASS COMMUNICATION,-,-,"ENG(101)/KIS(10
2):C+",,,
1,1080189,CO-OPERATIVE UNIVERSITY OF KENYA,BACHELOR OF HUMAN RESOURCE MANAGEMENT,27.86,29.074,,,,
2,1087189,KISII UNIVERSITY,BACHELOR OF HUMAN RESOURCE MANAGEMENT,23.579,25.762,,,,
3,1111189,KENYATTA UNIVERSITY,BACHELOR OF HUMAN RESOURCE MANAGEMENT,33.99,32.725,,,,
4,1244189,KARATINA UNIVERSITY,BACHELOR OF HUMAN RESOURCES MANAGEMENT,23.556,25.318,,,,
5,1063189,TECHNICAL UNIVERSITY OF MOMBASA,BACHELOR OF SCIENCE (HUMAN RESOURCE MANAGEMENT),-,-,,,,
6,1079189,KIRINYAGA UNIVERSITY,BACHELOR OF SCIENCE (HUMAN RESOURCE MANAGEMENT),23.135,-,,,,
7,1096189,GARISSA UNIVERSITY,BACHELOR OF SCIENCE (HUMAN RESOURCE MANAGEMENT),21.375,21.444,,,,
8,1118189,UNIVERSITY OF KABIANGA,BACHELOR OF SCIENCE (HUMAN RESOURCE MANAGEMENT),23.016,25.201,,,,
9,1165189,MAASAI MARA UNIVERSITY,BACHELOR OF SCIENCE (HUMAN RESOURCE MANAGEMENT),21.375,25.041,,,,
10,1246189,MURANG'A UNIVERSITY OF TECHNOLOGY,BACHELOR OF SCIENCE (HUMAN RESOURCE MANAGEMENT),21.375,25.352,,,,
11,1253189,MOI UNIVERSITY,BACHELOR OF SCIENCE (HUMAN RESOURCE MANAGEMENT),26.656,28.243,,,,
12,1700189,BOMET UNIVERSITY COLLEGE,BACHELOR OF SCIENCE (HUMAN RESOURCE MANAGEMENT),21.375,21.444,,,,
13,1073189,RONGO UNIVERSITY,BACHELOR OF SCIENCE IN HUMAN REOURCE MANAGEMENT,22.86,25.574,,,,
14,1229189,MASENO UNIVERSITY,"BACHELOR OF SCIENCE IN HUMAN RESOURCE MANAGEMENT, WITH IT",27.266,28.744,,,,
15,1515189,TOM MBOYA UNIVERSITY,"BACHELOR OF SCIENCE IN HUMAN RESOURCE MANAGEMENT, WITH IT",-,-,,,,
16,1240189,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,BACHELOR OF SCIENCE IN HUMAN RESOURCE MANAGEMENT,23.523,26.819,,,,
17,1249189,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,BACHELOR OF SCIENCE IN HUMAN RESOURCE MANAGEMENT,29.685,30.688,,,,
1,1263194,UNIVERSITY OF NAIROBI,BACHELOR OF SCIENCE (MEDICAL LABORATORY SCIENCE & TECHNOLOGY),41.309,41.139,BIO(231):C+,CHE(233):C+,"MAT
A(121)/PHY(232)
:C+","ENG(101)/KIS(10
2):C+"
2,1111194,KENYATTA UNIVERSITY,BACHELOR OF SCIENCE (MEDICAL LABORATORY SCIENCE),41.175,41,BIO(231):C+,CHE(233):C+,"MAT
A(121)/PHY(232)
:C+","ENG(101)/KIS(10
2):C+"
3,1253194,MOI UNIVERSITY,BACHELOR OF SCIENCE (MEDICAL LABORATORY SCIENCE),-,39.955,BIO(231):C+,CHE(233):C+,"MAT
A(121)/PHY(232)
:C+","ENG(101)/KIS(10
2):C+"
4,1515194,TOM MBOYA UNIVERSITY,BACHELOR OF SCIENCE (MEDICAL LABORATORY SCIENCE),-,-,BIO(231):C+,CHE(233):C+,"MAT
A(121)/PHY(232)
:C+","ENG(101)/KIS(10
2):C+"
5,1600194,ALUPE UNIVERSITY,BACHELOR OF SCIENCE (MEDICAL LABORATORY SCIENCE),33.959,36.312,BIO(231):C+,CHE(233):C+,"MAT
A(121)/PHY(232)
:C+","ENG(101)/KIS(10
2):C+"
